Price,Rooms,Suburb,Postcode,Bathroom,Bedroom2,Car,Landsize,BuildingArea,YearBuilt,Type,zipcode,airbnb_price_mean,airbnb_record_count,airbnb_weekly_price_mean,airbnb_monthly_price_mean
955000.0,3,Abbotsford,3067.0,1.0,3.0,0.0,183.0,,,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
890000.0,2,Abbotsford,3067.0,1.0,2.0,1.0,150.0,73.0,1985.0,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1330000.0,4,Abbotsford,3067.0,2.0,4.0,2.0,780.0,135.0,1900.0,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
900000.0,3,Abbotsford,3067.0,2.0,3.0,2.0,0.0,,2010.0,t,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1090000.0,3,Abbotsford,3067.0,2.0,3.0,2.0,4290.0,27.0,,u,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
500000.0,2,Abbotsford,3067.0,1.0,2.0,1.0,0.0,60.0,1970.0,u,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1100000.0,2,Abbotsford,3067.0,2.0,2.0,1.0,124.0,135.0,2013.0,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1315000.0,2,Abbotsford,3067.0,1.0,2.0,0.0,147.0,85.0,1900.0,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
426000.0,1,Abbotsford,3067.0,1.0,1.0,1.0,0.0,,,u,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1447500.0,3,Abbotsford,3067.0,3.0,3.0,1.0,166.0,174.0,2012.0,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
457000.0,1,Abbotsford,3067.0,1.0,1.0,1.0,0.0,50.0,,u,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1135000.0,2,Abbotsford,3067.0,2.0,2.0,2.0,98.0,128.0,1920.0,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1542000.0,4,Abbotsford,3067.0,3.0,4.0,1.0,0.0,,,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1290000.0,3,Abbotsford,3067.0,2.0,3.0,2.0,147.0,18.0,,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1290000.0,3,Abbotsford,3067.0,1.0,3.0,1.0,168.0,124.0,1950.0,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
470000.0,1,Abbotsford,3067.0,1.0,1.0,1.0,0.0,50.0,2013.0,u,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1180000.0,2,Abbotsford,3067.0,1.0,2.0,0.0,162.0,91.0,1900.0,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1195000.0,3,Abbotsford,3067.0,2.0,3.0,1.0,120.0,128.0,1998.0,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1012500.0,2,Abbotsford,3067.0,1.0,2.0,0.0,182.0,82.0,1900.0,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
1030000.0,2,Abbotsford,3067.0,1.0,2.0,1.0,172.0,81.0,1930.0,h,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516
840000.0,3,Airport West,3042.0,2.0,3.0,1.0,303.0,225.0,2016.0,t,,,,,
730000.0,3,Airport West,3042.0,2.0,3.0,1.0,0.0,145.0,1965.0,h,,,,,
770000.0,3,Airport West,3042.0,2.0,3.0,1.0,0.0,145.0,1965.0,h,,,,,
603000.0,2,Airport West,3042.0,1.0,2.0,1.0,272.0,84.0,1950.0,h,,,,,
700000.0,3,Airport West,3042.0,2.0,3.0,2.0,239.0,134.0,2009.0,t,,,,,
600000.0,3,Airport West,3042.0,1.0,2.0,1.0,290.0,116.0,1980.0,h,,,,,
500000.0,2,Airport West,3042.0,1.0,2.0,1.0,168.0,86.0,2011.0,u,,,,,
720000.0,3,Airport West,3042.0,1.0,2.0,1.0,620.0,,,h,,,,,
785000.0,4,Airport West,3042.0,1.0,3.0,2.0,597.0,127.0,,h,,,,,
725000.0,6,Airport West,3042.0,3.0,6.0,2.0,976.0,186.0,1980.0,h,,,,,
450000.0,2,Airport West,3042.0,1.0,2.0,1.0,110.0,90.0,2015.0,t,,,,,
515000.0,2,Airport West,3042.0,1.0,2.0,1.0,141.0,73.0,2013.0,u,,,,,
530000.0,2,Airport West,3042.0,1.0,2.0,1.0,120.0,94.0,2012.0,u,,,,,
895000.0,3,Airport West,3042.0,1.0,3.0,6.0,1063.0,133.0,1975.0,h,,,,,
805000.0,3,Airport West,3042.0,1.0,3.0,1.0,0.0,105.0,1950.0,h,,,,,
752000.0,3,Airport West,3042.0,1.0,3.0,1.0,265.0,130.0,1993.0,u,,,,,
440000.0,2,Airport West,3042.0,1.0,2.0,1.0,192.0,,,u,,,,,
755000.0,5,Airport West,3042.0,2.0,3.0,2.0,596.0,,,h,,,,,
700000.0,3,Airport West,3042.0,2.0,3.0,2.0,165.0,133.0,2009.0,t,,,,,
830000.0,3,Airport West,3042.0,1.0,3.0,2.0,971.0,113.0,1960.0,h,,,,,
462500.0,2,Airport West,3042.0,1.0,2.0,1.0,164.0,,2003.0,u,,,,,
670000.0,3,Airport West,3042.0,2.0,3.0,2.0,657.0,,,h,,,,,
675000.0,2,Airport West,3042.0,1.0,2.0,1.0,612.0,100.0,1975.0,h,,,,,
1042000.0,3,Airport West,3042.0,2.0,3.0,5.0,612.0,174.0,1950.0,h,,,,,
910000.0,3,Airport West,3042.0,1.0,3.0,1.0,775.0,,,h,,,,,
773000.0,4,Airport West,3042.0,3.0,5.0,4.0,531.0,309.0,1980.0,h,,,,,
810000.0,3,Airport West,3042.0,3.0,3.0,2.0,555.0,192.0,1980.0,h,,,,,
715000.0,3,Airport West,3042.0,2.0,3.0,2.0,422.0,126.0,1995.0,h,,,,,
790000.0,3,Airport West,3042.0,1.0,3.0,3.0,614.0,,,h,,,,,
540000.0,3,Airport West,3042.0,2.0,2.0,1.0,161.0,101.0,2010.0,t,,,,,
825000.0,3,Airport West,3042.0,2.0,3.0,1.0,293.0,102.0,1960.0,t,,,,,
685000.0,3,Airport West,3042.0,1.0,3.0,1.0,579.0,113.0,1975.0,h,,,,,
805000.0,3,Airport West,3042.0,1.0,3.0,1.0,623.0,,,h,,,,,
510000.0,2,Airport West,3042.0,1.0,2.0,1.0,141.0,76.0,,u,,,,,
612000.0,3,Airport West,3042.0,2.0,3.0,1.0,212.0,,,h,,,,,
662000.0,3,Airport West,3042.0,1.0,3.0,2.0,612.0,,,h,,,,,
978000.0,4,Airport West,3042.0,3.0,4.0,2.0,532.0,,,h,,,,,
720000.0,3,Airport West,3042.0,1.0,3.0,1.0,585.0,,,h,,,,,
765000.0,4,Airport West,3042.0,1.0,4.0,2.0,509.0,,,h,,,,,
900000.0,4,Airport West,3042.0,2.0,4.0,3.0,628.0,146.0,1975.0,h,,,,,
1275000.0,2,Albert Park,3206.0,1.0,2.0,0.0,120.0,82.0,1900.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1455000.0,2,Albert Park,3206.0,1.0,2.0,0.0,159.0,,,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1850000.0,3,Albert Park,3206.0,2.0,3.0,0.0,128.0,133.0,1890.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1436000.0,2,Albert Park,3206.0,1.0,2.0,0.0,130.0,81.0,1900.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1110000.0,2,Albert Park,3206.0,1.0,1.0,0.0,147.0,,1900.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1550000.0,2,Albert Park,3206.0,1.0,2.0,1.0,167.0,,,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
2300000.0,4,Albert Park,3206.0,2.0,4.0,1.0,153.0,180.0,1880.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1550000.0,3,Albert Park,3206.0,2.0,3.0,2.0,718.0,,,t,3206.0,229.41803278688525,122.0,1187.4,3734.0
1800000.0,3,Albert Park,3206.0,2.0,3.0,1.0,132.0,159.0,1996.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
2120000.0,2,Albert Park,3206.0,1.0,2.0,1.0,199.0,107.0,1900.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1800000.0,3,Albert Park,3206.0,1.0,3.0,1.0,253.0,,,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1800000.0,3,Albert Park,3206.0,2.0,3.0,1.0,90.0,122.0,1900.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1810000.0,2,Albert Park,3206.0,1.0,2.0,0.0,240.0,,,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
2100000.0,5,Albert Park,3206.0,2.0,5.0,1.0,237.0,,,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1300000.0,3,Albert Park,3206.0,1.0,3.0,0.0,129.0,,,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1370000.0,3,Albert Park,3206.0,2.0,3.0,2.0,0.0,85.0,2000.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1000000.0,2,Albert Park,3206.0,1.0,2.0,0.0,288.0,,,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1322500.0,2,Albert Park,3206.0,1.0,2.0,0.0,149.0,98.0,1890.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1562500.0,2,Albert Park,3206.0,1.0,2.0,0.0,141.0,83.0,1890.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
2000000.0,3,Albert Park,3206.0,2.0,3.0,1.0,211.0,147.0,1900.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1900000.0,3,Albert Park,3206.0,1.0,3.0,0.0,209.0,,1900.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
647000.0,2,Albert Park,3206.0,1.0,2.0,1.0,0.0,,,u,3206.0,229.41803278688525,122.0,1187.4,3734.0
2100000.0,3,Albert Park,3206.0,1.0,2.0,1.0,120.0,123.0,1900.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
2000000.0,3,Albert Park,3206.0,1.0,3.0,1.0,238.0,131.0,1890.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
442500.0,1,Albert Park,3206.0,1.0,1.0,0.0,0.0,34.0,1970.0,u,3206.0,229.41803278688525,122.0,1187.4,3734.0
1340000.0,2,Albert Park,3206.0,1.0,2.0,0.0,136.0,,,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1801000.0,3,Albert Park,3206.0,1.0,3.0,1.0,202.0,,,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1532000.0,3,Albert Park,3206.0,3.0,3.0,1.0,0.0,,,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
2140000.0,4,Albert Park,3206.0,2.0,3.0,1.0,183.0,145.0,1880.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1750000.0,2,Albert Park,3206.0,1.0,2.0,1.0,162.0,,,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
980000.0,2,Albert Park,3206.0,1.0,2.0,0.0,79.0,68.0,1890.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
2030000.0,3,Albert Park,3206.0,2.0,3.0,0.0,152.0,,,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
1740000.0,3,Albert Park,3206.0,2.0,3.0,2.0,147.0,134.0,1890.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
985000.0,1,Albert Park,3206.0,1.0,1.0,0.0,81.0,54.0,1900.0,h,3206.0,229.41803278688525,122.0,1187.4,3734.0
2000000.0,4,Alphington,3078.0,2.0,3.0,4.0,853.0,263.0,1930.0,h,,,,,
1110000.0,3,Alphington,3078.0,2.0,3.0,2.0,208.0,,2013.0,h,,,,,
1492000.0,3,Alphington,3078.0,2.0,3.0,2.0,411.0,,,h,,,,,
1717500.0,4,Alphington,3078.0,2.0,4.0,1.0,599.0,203.0,1925.0,h,,,,,
525500.0,2,Alphington,3078.0,1.0,2.0,1.0,88.0,60.0,1960.0,u,,,,,
805000.0,2,Alphington,3078.0,2.0,2.0,3.0,155.0,140.0,2004.0,t,,,,,
465000.0,2,Alphington,3078.0,1.0,2.0,1.0,0.0,,,u,,,,,
2000000.0,3,Alphington,3078.0,3.0,3.0,2.0,686.0,,,h,,,,,
1540000.0,3,Alphington,3078.0,1.0,3.0,2.0,592.0,,,h,,,,,
820000.0,2,Alphington,3078.0,1.0,2.0,1.0,183.0,,,u,,,,,
1830000.0,4,Alphington,3078.0,2.0,4.0,2.0,606.0,112.0,1970.0,h,,,,,
2100000.0,4,Alphington,3078.0,2.0,4.0,2.0,575.0,271.0,2008.0,h,,,,,
865000.0,3,Alphington,3078.0,1.0,3.0,1.0,180.0,131.0,2010.0,h,,,,,
390000.0,2,Alphington,3078.0,1.0,2.0,1.0,0.0,60.0,1960.0,u,,,,,
650000.0,2,Alphington,3078.0,1.0,0.0,0.0,0.0,,,t,,,,,
512000.0,2,Alphington,3078.0,1.0,2.0,1.0,0.0,61.0,1965.0,u,,,,,
1165000.0,3,Alphington,3078.0,1.0,3.0,2.0,979.0,,,h,,,,,
1900000.0,4,Alphington,3078.0,2.0,4.0,2.0,556.0,272.0,1930.0,h,,,,,
1485000.0,3,Alphington,3078.0,0.0,3.0,0.0,597.0,,,h,,,,,
1950000.0,4,Alphington,3078.0,2.0,4.0,3.0,589.0,210.0,1920.0,h,,,,,
520000.0,3,Altona,3018.0,2.0,3.0,1.0,352.0,242.0,2015.0,h,,,,,
1525000.0,5,Altona,3018.0,3.0,5.0,3.0,729.0,268.0,2005.0,h,,,,,
720000.0,2,Altona,3018.0,1.0,2.0,2.0,292.0,125.0,2013.0,t,,,,,
1120000.0,3,Altona,3018.0,1.0,3.0,2.0,506.0,120.0,1930.0,h,,,,,
780000.0,4,Altona,3018.0,1.0,4.0,4.0,655.0,,,h,,,,,
1780000.0,4,Altona,3018.0,3.0,4.0,6.0,1057.0,220.0,1962.0,h,,,,,
630000.0,3,Altona,3018.0,1.0,2.0,2.0,311.0,94.0,1955.0,u,,,,,
406000.0,2,Altona,3018.0,1.0,2.0,1.0,65.0,,,u,,,,,
660000.0,3,Altona,3018.0,1.0,3.0,1.0,602.0,123.0,1955.0,h,,,,,
683500.0,3,Altona,3018.0,1.0,3.0,1.0,530.0,,,h,,,,,
580000.0,2,Altona,3018.0,1.0,2.0,1.0,225.0,93.0,1988.0,u,,,,,
1335000.0,3,Altona,3018.0,1.0,3.0,4.0,777.0,22.0,1953.0,h,,,,,
800000.0,3,Altona,3018.0,2.0,3.0,2.0,280.0,,1997.0,t,,,,,
510000.0,2,Altona,3018.0,1.0,2.0,1.0,127.0,76.0,1990.0,u,,,,,
1070000.0,4,Altona,3018.0,2.0,4.0,2.0,695.0,,,h,,,,,
425000.0,2,Altona,3018.0,1.0,2.0,2.0,115.0,57.0,1980.0,u,,,,,
605000.0,3,Altona,3018.0,2.0,3.0,2.0,230.0,,,u,,,,,
705000.0,3,Altona,3018.0,2.0,3.0,2.0,197.0,152.0,,t,,,,,
391000.0,2,Altona,3018.0,1.0,2.0,1.0,0.0,65.0,1965.0,u,,,,,
440000.0,2,Altona,3018.0,1.0,2.0,1.0,0.0,,,u,,,,,
845000.0,4,Altona,3018.0,1.0,4.0,2.0,745.0,130.0,1950.0,h,,,,,
743000.0,3,Altona,3018.0,2.0,3.0,2.0,211.0,176.0,,t,,,,,
730000.0,3,Altona,3018.0,2.0,3.0,1.0,69.0,141.0,2014.0,u,,,,,
635000.0,3,Altona,3018.0,1.0,3.0,4.0,625.0,,1960.0,h,,,,,
620000.0,2,Altona,3018.0,1.0,2.0,1.0,168.0,,,u,,,,,
447000.0,2,Altona,3018.0,1.0,2.0,1.0,137.0,77.0,1990.0,u,,,,,
730000.0,3,Altona,3018.0,2.0,3.0,1.0,70.0,,,u,,,,,
678000.0,3,Altona,3018.0,1.0,3.0,2.0,606.0,87.0,1950.0,h,,,,,
580000.0,2,Altona,3018.0,2.0,2.0,1.0,175.0,76.0,2013.0,u,,,,,
712000.0,3,Altona,3018.0,1.0,3.0,2.0,363.0,,,h,,,,,
840000.0,3,Altona,3018.0,2.0,3.0,2.0,534.0,136.0,1965.0,h,,,,,
980000.0,3,Altona,3018.0,1.0,3.0,2.0,724.0,,,h,,,,,
605100.0,3,Altona,3018.0,2.0,3.0,0.0,265.0,,,t,,,,,
880000.0,3,Altona,3018.0,3.0,3.0,1.0,577.0,,,h,,,,,
577000.0,3,Altona,3018.0,2.0,3.0,1.0,205.0,113.0,2007.0,u,,,,,
1030000.0,4,Altona,3018.0,1.0,4.0,0.0,797.0,,,h,,,,,
605000.0,3,Altona,3018.0,1.0,3.0,2.0,181.0,,,u,,,,,
753000.0,3,Altona,3018.0,2.0,3.0,2.0,529.0,,,h,,,,,
857000.0,2,Altona,3018.0,2.0,2.0,1.0,675.0,100.0,1950.0,h,,,,,
1500000.0,3,Altona,3018.0,1.0,3.0,1.0,929.0,,,h,,,,,
730000.0,3,Altona,3018.0,2.0,3.0,1.0,70.0,3.0,2014.0,u,,,,,
900000.0,3,Altona,3018.0,1.0,3.0,4.0,697.0,,,h,,,,,
740000.0,3,Altona,3018.0,1.0,3.0,2.0,604.0,,,h,,,,,
931000.0,4,Altona,3018.0,2.0,4.0,3.0,532.0,,1970.0,h,,,,,
535600.0,2,Altona,3018.0,1.0,2.0,1.0,154.0,91.0,1996.0,h,,,,,
1085000.0,5,Altona North,3025.0,3.0,5.0,6.0,592.0,251.0,1965.0,h,,,,,
781000.0,3,Altona North,3025.0,1.0,3.0,2.0,533.0,117.0,1970.0,h,,,,,
750000.0,3,Altona North,3025.0,1.0,3.0,3.0,554.0,,,h,,,,,
421000.0,2,Altona North,3025.0,1.0,2.0,1.0,77.0,77.0,2009.0,t,,,,,
1405000.0,3,Altona North,3025.0,1.0,3.0,3.0,655.0,,,h,,,,,
683000.0,3,Altona North,3025.0,1.0,3.0,2.0,534.0,167.0,1967.0,h,,,,,
623000.0,3,Altona North,3025.0,1.0,3.0,3.0,540.0,,,h,,,,,
720000.0,3,Altona North,3025.0,2.0,3.0,1.0,0.0,130.0,2012.0,h,,,,,
588000.0,3,Altona North,3025.0,1.0,3.0,1.0,328.0,118.0,1970.0,h,,,,,
710000.0,3,Altona North,3025.0,1.0,3.0,3.0,540.0,116.0,1960.0,h,,,,,
875000.0,4,Altona North,3025.0,1.0,3.0,4.0,559.0,169.0,1965.0,h,,,,,
700000.0,3,Altona North,3025.0,1.0,3.0,3.0,554.0,,,h,,,,,
640000.0,2,Altona North,3025.0,1.0,2.0,1.0,252.0,,1965.0,t,,,,,
650000.0,4,Altona North,3025.0,1.0,4.0,4.0,558.0,,,h,,,,,
675000.0,3,Altona North,3025.0,2.0,3.0,2.0,171.0,109.0,2012.0,h,,,,,
708000.0,3,Altona North,3025.0,1.0,3.0,2.0,585.0,97.0,1960.0,h,,,,,
965000.0,4,Altona North,3025.0,1.0,4.0,4.0,851.0,,,h,,,,,
680000.0,3,Altona North,3025.0,1.0,3.0,3.0,551.0,,,h,,,,,
770000.0,3,Altona North,3025.0,1.0,3.0,3.0,602.0,603.0,,h,,,,,
923000.0,3,Altona North,3025.0,1.0,3.0,2.0,740.0,,,h,,,,,
693000.0,4,Altona North,3025.0,2.0,4.0,4.0,315.0,170.0,2008.0,h,,,,,
620000.0,3,Altona North,3025.0,2.0,5.0,2.0,276.0,100.0,2010.0,h,,,,,
728500.0,3,Altona North,3025.0,1.0,3.0,1.0,531.0,157.0,1960.0,h,,,,,
931000.0,3,Altona North,3025.0,2.0,3.0,1.0,590.0,160.0,1950.0,h,,,,,
988000.0,3,Altona North,3025.0,1.0,3.0,4.0,715.0,,2008.0,h,,,,,
590000.0,3,Altona North,3025.0,1.0,3.0,2.0,561.0,,,h,,,,,
610000.0,2,Altona North,3025.0,1.0,2.0,2.0,691.0,,,h,,,,,
815000.0,3,Altona North,3025.0,2.0,3.0,3.0,555.0,130.0,1960.0,h,,,,,
970000.0,4,Altona North,3025.0,1.0,4.0,2.0,708.0,,,h,,,,,
760000.0,4,Altona North,3025.0,1.0,4.0,3.0,668.0,,,h,,,,,
847500.0,4,Altona North,3025.0,3.0,4.0,1.0,252.0,,,t,,,,,
1200000.0,4,Altona North,3025.0,1.0,4.0,4.0,633.0,158.0,1960.0,h,,,,,
700000.0,3,Altona North,3025.0,1.0,3.0,1.0,557.0,,,h,,,,,
625000.0,3,Altona North,3025.0,1.0,3.0,1.0,536.0,,,h,,,,,
292000.0,2,Altona North,3025.0,1.0,2.0,1.0,153.0,70.0,1970.0,u,,,,,
599000.0,2,Armadale,3143.0,1.0,2.0,1.0,0.0,76.0,1964.0,u,,,,,
550000.0,2,Armadale,3143.0,1.0,2.0,0.0,861.0,,,u,,,,,
995000.0,3,Armadale,3143.0,2.0,3.0,2.0,0.0,100.0,1998.0,u,,,,,
1205000.0,3,Armadale,3143.0,2.0,3.0,2.0,101.0,105.0,2000.0,t,,,,,
1939000.0,3,Armadale,3143.0,2.0,3.0,2.0,296.0,150.0,1889.0,h,,,,,
421500.0,1,Armadale,3143.0,1.0,1.0,0.0,0.0,,,u,,,,,
1870000.0,3,Armadale,3143.0,1.0,3.0,1.0,217.0,116.0,1888.0,h,,,,,
678000.0,2,Armadale,3143.0,1.0,2.0,2.0,0.0,,,u,,,,,
1918000.0,3,Armadale,3143.0,2.0,3.0,2.0,0.0,165.0,1995.0,t,,,,,
660000.0,2,Armadale,3143.0,1.0,2.0,1.0,0.0,,,u,,,,,
2050000.0,3,Armadale,3143.0,2.0,3.0,1.0,205.0,116.0,1910.0,h,,,,,
700000.0,2,Armadale,3143.0,1.0,2.0,2.0,0.0,,,u,,,,,
1525000.0,5,Armadale,3143.0,2.0,8.0,2.0,693.0,,,h,,,,,
735000.0,3,Armadale,3143.0,2.0,3.0,1.0,2113.0,14.0,1970.0,u,,,,,
825000.0,2,Armadale,3143.0,1.0,2.0,1.0,0.0,,,u,,,,,
1586000.0,3,Armadale,3143.0,2.0,2.0,2.0,246.0,,,t,,,,,
645000.0,2,Armadale,3143.0,1.0,3.0,1.0,0.0,,1960.0,u,,,,,
1435000.0,1,Armadale,3143.0,2.0,2.0,1.0,144.0,107.0,1900.0,h,,,,,
280000.0,1,Armadale,3143.0,1.0,1.0,1.0,0.0,38.0,1975.0,u,,,,,
400000.0,1,Armadale,3143.0,1.0,1.0,1.0,0.0,,,u,,,,,
1780000.0,2,Armadale,3143.0,2.0,2.0,2.0,0.0,,,h,,,,,
592500.0,2,Armadale,3143.0,1.0,2.0,1.0,0.0,73.0,1970.0,u,,,,,
1210000.0,2,Armadale,3143.0,1.0,2.0,0.0,249.0,96.0,1910.0,h,,,,,
390000.0,1,Armadale,3143.0,1.0,1.0,0.0,881.0,,,u,,,,,
1800000.0,3,Armadale,3143.0,2.0,3.0,2.0,405.0,121.0,1910.0,h,,,,,
2200000.0,4,Armadale,3143.0,1.0,4.0,2.0,495.0,163.0,1900.0,h,,,,,
324000.0,1,Armadale,3143.0,1.0,1.0,1.0,0.0,,,u,,,,,
1125000.0,2,Armadale,3143.0,1.0,3.0,2.0,169.0,,,h,,,,,
2250000.0,3,Armadale,3143.0,3.0,3.0,1.0,301.0,,,h,,,,,
1900000.0,2,Armadale,3143.0,2.0,2.0,0.0,207.0,,,h,,,,,
440000.0,1,Armadale,3143.0,1.0,1.0,1.0,0.0,53.0,1970.0,u,,,,,
490000.0,2,Armadale,3143.0,1.0,2.0,1.0,0.0,,1966.0,u,,,,,
1300000.0,3,Armadale,3143.0,1.0,2.0,2.0,212.0,106.0,1900.0,h,,,,,
732000.0,3,Armadale,3143.0,2.0,3.0,2.0,0.0,,,u,,,,,
704000.0,2,Armadale,3143.0,1.0,2.0,1.0,0.0,74.0,1969.0,u,,,,,
620000.0,2,Armadale,3143.0,1.0,3.0,1.0,0.0,98.0,1970.0,u,,,,,
1900000.0,3,Armadale,3143.0,1.0,3.0,2.0,328.0,108.0,1900.0,h,,,,,
315000.0,1,Armadale,3143.0,1.0,1.0,1.0,0.0,,,u,,,,,
450000.0,1,Armadale,3143.0,1.0,1.0,1.0,0.0,,,u,,,,,
710000.0,2,Armadale,3143.0,1.0,2.0,1.0,2471.0,80.0,1970.0,u,,,,,
872000.0,2,Armadale,3143.0,1.0,2.0,1.0,1194.0,,1953.0,u,,,,,
598000.0,2,Armadale,3143.0,1.0,2.0,1.0,0.0,88.0,1970.0,u,,,,,
1285000.0,3,Armadale,3143.0,1.0,3.0,2.0,186.0,80.0,1920.0,h,,,,,
